tutkintokerta;koulun_nro;koulun_nimi;opetuskieli;tyyppi;sukup;yht;A;O;Z;I;W;Q;A5;O5;M;N;BI;FF;FY;HI;PS;UE;UO;ET;GE;KE;TE;YH;BA;BB;CA;CB;EA;FA;SA;PA;VA;EC;FC;SC;PC;VC;DC;IC;QC;GC;TC;L1;L7;opintotausta
2020K;1833;Turun iltalukio;FI;;1;17;3;;;;;;;;;6;;;;;;;;;;;;;;3;;;5;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;12;2;;;;;;;;;2;;;;;3;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;9;2;;;;;;;;;2;;;;;;;;;;;;;;2;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;15;3;;;;;;;;4;;;;3;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;16;4;;;;;;;;;4;;;;;;;;;;;;;;4;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;14;;;;;;;3;;;4;;;;;;;;;;;;3;;;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;8;2;;;;;;;;;2;;;;;;;;;;;2;;;;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;13;3;;;;;;;;;3;;;;;;;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;13;;;;;;;4;;;4;;;3;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;19;5;;;;;;;;;;;;;;4;;;;;;;;;3;;;7;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;12;4;;;;;;;;;;;;;;;;;;3;;;;;2;;;3;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;14;3;;;;;;;;;;;;;;5;;;;;;;;;2;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;15;4;;;;;;;;;;5;;;;;;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;13;;;;;;;4;;;3;;;2;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;17;3;;;;;;;;;5;;;;5;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;15;3;;;;;;;;;4;;;;;;;;;;;;;;4;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;13;4;;;;;;;;;;;;;;3;;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;12;4;;;;;;;;;2;;;;;;;;;;;2;;;;;;4;;;;;;;;;;;;;;;;;3
2020K;1833;Turun iltalukio;FI;;1;11;;;;;;;2;;;3;3;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;17;3;;;;;;;;;6;;;5;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;16;3;;;;;;;;;3;4;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;13;3;;;;;;;;;;;;;;4;;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;13;;;;;;;4;;;;;;;;;;;;;;2;;4;;;;3;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;20;4;;;;;;;;;;;;;;;;;;;;;6;;5;;;5;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;22;6;;;;;;;;;5;;;;;;;;;;;;;;6;;;5;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;13;4;;;;;;;;;3;;;;;;;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;11;3;;;;;;;;;2;;;;;;;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;15;3;;;;;;;;;5;;;;;;;;;;;2;;;;;;5;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;10;3;;;;;;;;;;;;;;;;;;;;2;;;0;;;5;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;15;4;;;;;;;;;4;;;;;;;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;13;3;;;;;;;;3;;;;2;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;11;3;;;;;;;;;;;;;;3;;;;;;;;;3;;;2;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;17;4;;;;;;;;;;4;;;;;;;;;;;;;4;;;5;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;13;3;;;;;;;;;3;;;;;;;;;;;;;;2;;;5;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;15;4;;;;;;;;;4;;;3;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;12;2;;;;;;;;;3;;;;;;;;;;;2;;;;;;5;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;16;3;;;;;;;;;4;;;;;;;;;;;;;;3;;;6;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;15;4;;;;;;;;;4;;;;;;;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;12;3;;;;;;;;;3;;;;;;;;;;;;;;2;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;14;3;;;;;;;;;2;2;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;11;2;;;;;;;;;3;;;;;;;;;;;2;;;;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;10;3;;;;;;;;;2;;;;;;;;;;;;;;2;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;13;4;;;;;;;;;;;;;;;;;;;;3;;;4;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;16;4;;;;;;;;;;;;;;;;;;;;2;;;6;;;4;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;14;3;;;;;;;;;;4;;;;;;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;11;;;;;;;3;;;3;;;;;;;;;;;;;;2;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;10;3;;;;;;;;;3;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;12;4;;;;;;;;;4;;;;;;;;;;;2;;;;;;2;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;11;3;;;;;;;;;;;;;;;;;;;;2;;;3;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;12;4;;;;;;;;3;;;;3;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;20;6;;;;;;;;;5;;;;;4;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;22;6;;;;;;;;6;;4;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;12;3;;;;;;;;;3;;;;;;;;;;;;;;2;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;18;4;;;;;;;;;4;;;;;;;;;;;;;;3;;;7;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;10;2;;;;;;;;;;;;;;;;;;;;;2;;3;;;3;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;11;3;;;;;;;;3;;;;3;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;18;4;;;;;;;;;;;;;;4;;;;;;;;;6;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;10;3;;;;;;;;;;;;;;2;;;;;;;;;3;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;13;3;;;;;;;;;;;;;;4;;;;;;;;;4;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;10;2;;;;;;;;;4;;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;10;3;;;;;;;;;;;;;;2;;;;;;;;;2;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;10;2;;;;;;;;;2;;;;;;;;;;;;;;4;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;11;4;;;;;;;;;2;;;;;;;;;;;;2;;;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;15;3;;;;;;;;;;;;;4;;;;;;;;;;3;;;5;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;13;5;;;;;;;;;;;;;;3;;;;;;;;;3;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;1;21;4;;;;;;;;;5;;;;;;;;;;;6;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;14;2;;;;;;;;;6;;;3;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;14;4;;;;;;;;;;;;;;5;;;;;;;;;3;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;14;3;;;;;;;;;4;;;;;;;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;15;4;;;;;;;;;4;3;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;11;2;;;;;;;;2;;;;2;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;14;5;;;;;;;;;;;;;;4;;;;;;;;;3;;;2;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;18;4;;;;;;;;;5;;;;;;;;;;;4;;;;;;5;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;14;3;;;;;;;;;3;;;;;;;;;;;2;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;2;11;3;;;;;;;;3;;;;2;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;21;4;;;;;;;;4;;7;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1833;Turun iltalukio;FI;;1;13;3;;;;;;;;;4;;;;;;;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;13;2;;;;;;;;;4;;;;;;;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;2
2020K;1833;Turun iltalukio;FI;;2;11;;;;;;;4;;;2;;;;;;;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;16;4;;;;;;;;;;;;;5;;;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;17;3;;;;;;;;;4;;;;;;;;;;;;5;;;;;5;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;14;5;;;;;;;;;;;;;;;;;;;;4;;;2;;;3;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;20;5;;;;;;;;;;;;;;;;;;;;5;;;5;;;5;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;18;4;;;;;;;;;;;;;;;;;;;;;6;;4;;;4;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;18;5;;;;;;;;;4;;;;;5;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;19;4;;;;;;;;4;;;;;;;;;;;;;;;5;;;6;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;15;4;;;;;;;;;;;;;;5;;;;;;;;;2;;;4;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;25;6;;;;;;;;7;;;;;;;;;;;7;;;;5;;;;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;22;4;;;;;;;;5;;;;6;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;27;7;;;;;;;;6;;;;;;;;;;;7;;;;7;;;;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;18;4;;;;;;;;5;;;;;5;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;17;4;;;;;;;;4;;;;;6;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;15;3;;;;;;;;5;;;;;;;;;;4;;;;;;;;3;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;18;5;;;;;;;;;5;;;;;;5;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;11;3;;;;;;;;;5;3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;6;2;;;;;;;;;2;2;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;20;4;;;;;;;;;;;;;;;;;;;;;6;;6;;;4;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;10;3;;;;;;;;;;;;;;;;;;;;2;;;2;;;3;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;11;2;;;;;;;;;3;;;;;;2;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;24;6;;;;;;;;;;;;;;5;;;;;;;;;6;;;7;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;13;3;;;;;;;;;;;;;;3;;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;15;5;;;;;;;;4;;;;4;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;21;6;;;;;;;;;;;;;;;;;;;;;6;;5;;;4;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;13;2;;;;;;;;2;;;;;;;;;;3;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;15;5;;;;;;;;;;;;;;;;;;5;;;;;2;;;3;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;14;3;;;;;;;;;;;;;;;4;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;14;2;;;;;;;;;4;;;;3;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;23;6;;;;;;;;5;;;;6;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;18;4;;;;;;;;;;;;;;;;;;;;6;;;5;;;3;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;15;2;;;;;;;;;5;;;;;;;;;;3;;;5;;;;;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;19;5;;;;;;;;;4;;;;;4;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;2;19;4;;;;;;;;;;;;;;;;;;;;;5;;4;;;6;;;;;;;;;;;;;;;;;1
2020K;1478;Kaustisen musiikkilukio;FI;;1;20;4;;;;;;;;6;;;;;;5;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;20;;4;;;;;;;;;;;;;;;;;;;;6;;;6;;4;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;10;;2;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;3;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;24;;5;;;;;;;7;;;;;;;;;;;;;;;;6;;6;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;20;;3;;;;;;;6;;;;6;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;18;;4;;;;;;;5;;;;;;;;;;;;;;;;4;;5;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;2;19;;4;;;;;;;;3;;;;;;;;;;;7;;;;5;;;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;2;20;;5;;;;;;;4;;;;;;;;;;;;;;;;5;;6;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;2;20;;4;;;;;;;;;;;;;;;;;;;;3;;;7;;;6;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;17;;3;;;;;;;;4;;;;;;;;;;;;;;;5;;5;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;12;;0;;;;;;;;;;;;;;;;;;;4;;;;4;;4;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;2;20;;4;;;;;;;;5;;;;;;;;;;;;;;;6;;5;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;15;;2;;;;;;;;;;;;;;;;;;;;3;;;5;;5;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;18;;4;;;;;;;;;3;;;;;;;;;;;;;;6;;5;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;2;14;;2;;;;;;;;;;;;;;3;;;;;;;;;5;;4;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;22;;5;;;;;;;;;;;;;;;;;;;;5;;;6;;6;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;2;24;;5;;;;;;;;7;;;;;;;;;;;;;;;6;;6;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;2;18;;4;;;;;;;;;;;;;4;;;;;;;;;;5;;5;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;2;19;;3;;;;;;;;;;;;;5;;;;;;;;;;6;;5;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;1;19;;4;;;;;;;;4;;;;;;;;;;;;;;;5;;6;;;;;;;;;;;;;;;;;1
2020K;2779;Svenska samskolan i Tammerfors;SV;;2;20;;5;;;;;;;;;;;;;;;;;4;;;;;;5;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;12;3;;;;;;;;;3;;;;3;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;23;;;;;;;5;;6;;;;;;;5;;;;;;;;;;;;;;;7;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;23;5;;;;;;;;7;;7;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;23;6;;;;;;;;5;;;;6;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;25;6;;;;;;;;;7;;;;;;;;;;;;;;6;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;24;6;;;;;;;;5;;;;;;;;;;;;;7;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;23;6;;;;;;;;6;;5;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;19;4;;;;;;;;6;;;;3;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;13;3;;;;;;;;;2;;4;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;22;3;;;;;;;;7;;;;;;;;;;;;;;;5;;;7;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;17;4;;;;;;;;;;;;;;4;;;;;;;;;5;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;14;3;;;;;;;;;4;;;;;;;;;;;;4;;;;;3;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;14;4;;;;;;;;;;;;;3;;;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;11;3;;;;;;;;;3;;;;2;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;15;4;;;;;;;;2;;;;;;;;;;;;;4;;;;;5;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;17;3;;;;;;;;3;;;6;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;18;4;;;;;;;;5;;;;;;;;;;;;;;;5;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;15;4;;;;;;;;;;4;;;;;;;;;;;;4;;;;3;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;22;4;;;;;;;;6;;;;6;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;22;5;;;;;;;;6;;5;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;18;4;;;;;;;;;;;;;4;;;;;;;;;;5;;;5;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;18;4;;;;;;;;;6;;;;4;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;15;4;;;;;;;;;4;;;;;;;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;12;3;;;;;;;;;;;;;;3;;;;;;;;;4;;;2;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;17;5;;;;;;;;;3;;;;5;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;18;4;;;;;;;;;6;;;;5;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;19;5;;;;;;;;;5;;;;3;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;19;4;;;;;;;;;;;;;;5;;;;;;;;;6;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;16;4;;;;;;;;4;;;;;4;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;11;3;;;;;;;;;;;;;;3;;;;;;;;;2;;;3;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;15;4;;;;;;;;2;;5;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;13;3;;;;;;;;3;;;;;;;;;;;;4;;;;;;;;;;;3;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;22;5;;;;;;;;;;;;;6;;;;;;;;;;6;;;5;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;22;5;;;;;;;;;;;;;;5;;;;;;;;6;;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;21;4;;;;;;;;;;;;;6;;;;;;;;;;5;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;13;4;;;;;;;;;2;;;;;;;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;23;5;;;;;;;;6;;;;5;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;20;5;;;;;;;;6;;5;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;21;4;;;;;;;;6;;;;;7;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;17;4;;;;;;;;5;;;;;;3;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;19;5;;;;;;;;6;;;;;;;;;;;4;;;;;;;4;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;21;4;;;;;;;;4;;;;;;;;;;;;;7;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;1;21;4;;;;;;;;5;;;;6;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2020K;1513;Munkkiniemen yhteiskoulun lukio;FI;;2;16;4;;;;;;;;4;;;;;;5;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1
